Date,Region,Latitude,Longitude,Plastic_Type,Plastic_Weight_kg,Depth_meters
2015-05-01 13:00:00,Indian Ocean,-58.10231163,-20.07218851,polypropylene (pp),459.85,37.99
2015-05-01 14:00:00,Pacific Ocean,67.14640827,-67.98543182,polystyrene (ps),123.91,59.84
2015-05-01 15:00:00,Indian Ocean,43.69155548,120.2545475,polyethylene (pe),265.87,63.44
2015-05-01 16:00:00,Southern Ocean,28.69183438,-12.90988715,polypropylene (pp),228.01,16.96
2015-05-01 17:00:00,Indian Ocean,-16.76446064,-158.2928635,polystyrene (ps),186.5,44.55
2015-05-01 18:00:00,Pacific Ocean,-42.84439843,-81.01238986,polystyrene (ps),481.37,56.68
2015-05-01 19:00:00,Southern Ocean,86.30113736,-97.69641911,polyethylene terephthalate (pet),136.22,96.0
2015-05-01 20:00:00,Atlantic Ocean,53.5031235,139.4923985,polypropylene (pp),337.47,54.94
2015-05-01 21:00:00,Indian Ocean,-35.67973984,53.07771623,polyvinyl chloride (pvc),402.05,58.06
2015-05-01 22:00:00,Pacific Ocean,62.56166333,21.73545572,polyethylene terephthalate (pet),98.58,76.52
2015-05-01 23:00:00,Atlantic Ocean,46.60775075,2.393727004,polyethylene (pe),486.58,41.89
2015-06-01 00:00:00,Atlantic Ocean,-36.52550102,54.04068991,polyvinyl chloride (pvc),273.37,38.39
2015-06-01 01:00:00,Arctic Ocean,-13.22048624,91.75519684,polystyrene (ps),457.25,59.09
2015-06-01 02:00:00,Southern Ocean,-56.52837983,19.5784941,polyethylene (pe),331.97,78.33
2015-06-01 03:00:00,Indian Ocean,-70.01056001,157.7827495,polyethylene terephthalate (pet),324.75,63.76
2015-06-01 04:00:00,Pacific Ocean,40.09716591,171.6603014,polystyrene (ps),172.86,18.61
2015-06-01 05:00:00,Arctic Ocean,-41.84786568,178.323234,polystyrene (ps),385.32,39.77
2015-06-01 06:00:00,Southern Ocean,57.61068583,60.98079963,polystyrene (ps),14.99,51.26
2015-06-01 07:00:00,Arctic Ocean,89.20956807,155.743368,polyvinyl chloride (pvc),277.95,52.37
2015-06-01 08:00:00,Southern Ocean,-76.20843349,-34.38730969,polyethylene terephthalate (pet),16.17,33.96
2015-06-01 09:00:00,Southern Ocean,-4.853677485,129.4532608,polyethylene terephthalate (pet),153.51,52.24
2015-06-01 10:00:00,Indian Ocean,54.37126068,147.3027475,polyvinyl chloride (pvc),48.24,67.3
2015-06-01 11:00:00,Southern Ocean,52.01116138,145.49057,polyethylene terephthalate (pet),455.8,46.8
2015-06-01 12:00:00,Arctic Ocean,46.7994885,119.1046618,polystyrene (ps),314.17,45.13
2015-06-01 13:00:00,Southern Ocean,-27.18091165,-33.62430181,polystyrene (ps),334.29,80.16
2015-06-01 14:00:00,Indian Ocean,-8.306413977,-122.7933065,polystyrene (ps),425.58,75.68
2015-06-01 15:00:00,Indian Ocean,17.09430432,-59.77571172,polyethylene terephthalate (pet),366.54,42.24
2015-06-01 16:00:00,Arctic Ocean,85.30930504,96.22388495,polypropylene (pp),62.19,99.6
2015-06-01 17:00:00,Atlantic Ocean,-31.04149123,-96.16121592,polyethylene (pe),308.81,6.65
2015-06-01 18:00:00,Atlantic Ocean,76.16589979,-7.822056663,polypropylene (pp),489.09,32.6
2015-06-01 19:00:00,Southern Ocean,-41.51575473,23.54382647,polyvinyl chloride (pvc),107.14,3.68
2015-06-01 20:00:00,Pacific Ocean,88.03340379,37.38908248,polypropylene (pp),309.89,83.95
2015-06-01 21:00:00,Southern Ocean,30.64746363,156.8611974,polypropylene (pp),281.85,75.56
2015-06-01 22:00:00,Arctic Ocean,-6.567933535,58.13748735,polyvinyl chloride (pvc),195.88,68.37
2015-06-01 23:00:00,Arctic Ocean,20.41027705,103.0675738,polypropylene (pp),477.32,21.45
2015-07-01 00:00:00,Arctic Ocean,-40.94438957,29.47620524,polyethylene (pe),178.26,70.77
2015-07-01 01:00:00,Arctic Ocean,-40.64870565,120.0889148,polyethylene terephthalate (pet),46.93,35.53
2015-07-01 02:00:00,Arctic Ocean,-69.56018211,-85.08109929,polyvinyl chloride (pvc),481.28,86.86
2015-07-01 03:00:00,Indian Ocean,-69.47094641,-104.4440382,polypropylene (pp),364.64,19.95
2015-07-01 04:00:00,Atlantic Ocean,-27.41908654,153.4752176,polystyrene (ps),171.29,21.78
2015-07-01 05:00:00,Arctic Ocean,47.31398602,69.65311549,polystyrene (ps),140.33,96.06
2015-07-01 06:00:00,Pacific Ocean,19.43481017,61.74920774,polyvinyl chloride (pvc),464.02,51.7
2015-07-01 07:00:00,Pacific Ocean,-71.53477914,-11.77371409,polystyrene (ps),136.85,44.64
2015-07-01 08:00:00,Pacific Ocean,63.4025745,-44.38898665,polyethylene (pe),268.63,35.17
2015-07-01 09:00:00,Pacific Ocean,18.24617286,20.04883001,polypropylene (pp),107.56,83.12
2015-07-01 10:00:00,Indian Ocean,82.95400382,-136.5961142,polyethylene (pe),497.61,35.27
2015-07-01 11:00:00,Pacific Ocean,30.63338413,-16.30347801,polyethylene (pe),384.78,35.62
2015-07-01 12:00:00,Arctic Ocean,-58.46852453,-16.06762639,polyethylene terephthalate (pet),283.86,12.33
2015-07-01 13:00:00,Southern Ocean,-4.718994785,13.80114466,polypropylene (pp),372.94,52.07
2015-07-01 14:00:00,Pacific Ocean,26.72956756,48.48682117,polyvinyl chloride (pvc),458.19,92.37
2015-07-01 15:00:00,Indian Ocean,-84.91235381,164.6346118,polystyrene (ps),481.57,95.75
2015-07-01 16:00:00,Indian Ocean,-87.31615245,54.78088575,polyethylene terephthalate (pet),393.03,99.55
2015-07-01 17:00:00,Pacific Ocean,-66.70745989,138.1410547,polyethylene (pe),424.55,47.31
2015-07-01 18:00:00,Southern Ocean,-44.70040169,20.26939013,polystyrene (ps),198.96,77.49
2015-07-01 19:00:00,Pacific Ocean,-12.68115777,45.69403775,polypropylene (pp),195.97,55.25
2015-07-01 20:00:00,Indian Ocean,-2.260714723,-154.8586969,polyethylene (pe),404.17,54.8
2015-07-01 21:00:00,Atlantic Ocean,-65.15503039,-132.0250598,polyethylene (pe),379.84,80.62
2015-07-01 22:00:00,Arctic Ocean,31.21048424,28.68135667,polypropylene (pp),450.5,83.54
2015-07-01 23:00:00,Indian Ocean,17.30485111,-37.54336682,polyvinyl chloride (pvc),66.59,1.98
2015-08-01 00:00:00,Pacific Ocean,-36.99646221,107.5717872,polyethylene terephthalate (pet),345.44,94.28
2015-08-01 01:00:00,Arctic Ocean,-87.54122098,15.54403495,polypropylene (pp),323.86,82.3
2015-08-01 02:00:00,Pacific Ocean,-76.02337524,137.624774,polystyrene (ps),399.28,72.11
2015-08-01 03:00:00,Pacific Ocean,-19.49494041,170.0394042,polystyrene (ps),12.37,85.2
2015-08-01 04:00:00,Atlantic Ocean,-62.28461679,-126.8513334,polyethylene (pe),413.14,53.73
2015-08-01 05:00:00,Arctic Ocean,-22.17247089,-37.8620094,polyethylene terephthalate (pet),163.28,77.33
2015-08-01 06:00:00,Arctic Ocean,23.07286881,59.39316909,polyvinyl chloride (pvc),343.59,59.86
2015-08-01 07:00:00,Atlantic Ocean,8.502737018,-70.02404806,polyvinyl chloride (pvc),308.32,54.29
2015-08-01 08:00:00,Indian Ocean,-48.38834104,-83.86835842,polystyrene (ps),220.16,21.16
2015-08-01 09:00:00,Pacific Ocean,-28.11195157,112.9458818,polyvinyl chloride (pvc),373.04,84.74
2015-08-01 10:00:00,Southern Ocean,20.52561572,172.9362489,polystyrene (ps),480.61,88.39
2015-08-01 11:00:00,Pacific Ocean,64.95390505,98.56919925,polyethylene terephthalate (pet),161.81,97.12
2015-08-01 12:00:00,Pacific Ocean,45.57841897,8.523584209,polyethylene (pe),374.24,12.04
2015-08-01 13:00:00,Indian Ocean,9.61200483,-20.6959565,polystyrene (ps),157.34,29.16
2015-08-01 14:00:00,Pacific Ocean,-24.7872603,14.27317939,polyethylene terephthalate (pet),422.84,68.54
2015-08-01 15:00:00,Atlantic Ocean,-24.29077004,-13.37770721,polystyrene (ps),218.69,85.52
2015-08-01 16:00:00,Atlantic Ocean,68.29511585,1.039700443,polypropylene (pp),224.69,75.13
2015-08-01 17:00:00,Arctic Ocean,-82.93615631,-106.7569018,polystyrene (ps),385.96,45.56
2015-08-01 18:00:00,Southern Ocean,87.836876,145.3471018,polyethylene terephthalate (pet),248.14,72.6
2015-08-01 19:00:00,Pacific Ocean,29.58757395,91.63260055,polyvinyl chloride (pvc),133.4,7.21
2015-08-01 20:00:00,Pacific Ocean,32.60478583,65.15187217,polystyrene (ps),497.77,66.25
2015-08-01 21:00:00,Indian Ocean,-83.16038929,161.9729896,polyethylene (pe),310.15,0.8
2015-08-01 22:00:00,Atlantic Ocean,18.99526948,-77.61804051,polyethylene terephthalate (pet),322.61,4.75
2015-08-01 23:00:00,Southern Ocean,-2.739949184,-150.7826121,polyvinyl chloride (pvc),323.33,75.73
2015-09-01 00:00:00,Arctic Ocean,-70.95979676,117.4099177,polyethylene terephthalate (pet),441.69,47.76
2015-09-01 01:00:00,Atlantic Ocean,-39.97403806,179.4301069,polystyrene (ps),92.02,5.96
2015-09-01 02:00:00,Arctic Ocean,70.25660212,28.23567769,polypropylene (pp),29.67,48.19
2015-09-01 03:00:00,Indian Ocean,8.997914856,-158.8286204,polypropylene (pp),193.41,6.28
2015-09-01 04:00:00,Indian Ocean,-15.58501647,100.9684945,polyethylene (pe),282.5,34.6
2015-09-01 05:00:00,Pacific Ocean,-76.91721195,-153.4503424,polyethylene (pe),142.93,15.74
2015-09-01 06:00:00,Southern Ocean,38.54187493,14.40503505,polyvinyl chloride (pvc),344.63,21.94
2015-09-01 07:00:00,Arctic Ocean,36.51314821,-80.08830928,polypropylene (pp),37.05,19.56
2015-09-01 08:00:00,Atlantic Ocean,20.52784926,149.409641,polystyrene (ps),395.38,37.18
2015-09-01 09:00:00,Indian Ocean,1.84727632,-17.52076323,polyethylene terephthalate (pet),359.07,10.79
2015-09-01 10:00:00,Pacific Ocean,-11.9188076,143.4468055,polyethylene terephthalate (pet),107.05,52.77
2015-09-01 11:00:00,Pacific Ocean,16.78879674,-72.33080931,polypropylene (pp),149.3,40.71
2015-09-01 12:00:00,Arctic Ocean,-47.98881869,-40.54946982,polypropylene (pp),403.52,83.99
2015-09-01 13:00:00,Indian Ocean,79.42663155,160.9629078,polyethylene terephthalate (pet),386.69,82.59
2015-09-01 14:00:00,Southern Ocean,15.98301525,-107.5267977,polyvinyl chloride (pvc),406.9,82.43
2015-09-01 15:00:00,Indian Ocean,-33.98536002,28.26041459,polyethylene terephthalate (pet),161.19,46.96
2015-09-01 16:00:00,Arctic Ocean,-9.057626841,-40.13628172,polyethylene (pe),484.79,29.08
2015-09-01 17:00:00,Arctic Ocean,55.023262,98.70007862,polystyrene (ps),357.7,41.54
2015-09-01 18:00:00,Indian Ocean,-60.90910907,-133.4533064,polypropylene (pp),32.69,68.74
2015-09-01 19:00:00,Arctic Ocean,-37.28958796,-22.60261116,polypropylene (pp),238.92,52.98
2015-09-01 20:00:00,Indian Ocean,32.31144409,71.61574566,polyvinyl chloride (pvc),332.31,62.43
2015-09-01 21:00:00,Atlantic Ocean,-33.21194283,-33.4741554,polyethylene (pe),84.41,69.37
2015-09-01 22:00:00,Indian Ocean,52.65030274,-158.9285739,polyethylene terephthalate (pet),450.89,91.84
2015-09-01 23:00:00,Indian Ocean,-66.51837231,73.84041408,polyethylene (pe),377.08,94.4
2015-10-01 00:00:00,Arctic Ocean,47.28351068,1.151397967,polyethylene (pe),40.81,84.05
2015-10-01 01:00:00,Arctic Ocean,-77.69669133,-175.9288728,polyvinyl chloride (pvc),456.61,6.51
2015-10-01 02:00:00,Pacific Ocean,-87.73332972,40.55612228,polyvinyl chloride (pvc),202.24,97.93
2015-10-01 03:00:00,Pacific Ocean,71.68023339,151.1571681,polyethylene terephthalate (pet),226.29,70.36
2015-10-01 04:00:00,Atlantic Ocean,14.64105905,-140.0306586,polyethylene terephthalate (pet),391.58,69.34
2015-10-01 05:00:00,Pacific Ocean,-26.67115852,32.6416446,polystyrene (ps),322.03,2.31
2015-10-01 06:00:00,Indian Ocean,-48.13296535,82.32079743,polyethylene (pe),218.82,47.94
2015-10-01 07:00:00,Arctic Ocean,21.03944099,-154.5214787,polyethylene terephthalate (pet),129.89,62.65
2015-10-01 08:00:00,Pacific Ocean,1.620393037,-171.8584351,polyvinyl chloride (pvc),258.5,27.85
2015-10-01 09:00:00,Pacific Ocean,88.4875996,-12.88948801,polystyrene (ps),289.63,8.32
2015-10-01 10:00:00,Atlantic Ocean,86.9788776,104.8272074,polystyrene (ps),315.5,53.24
2015-10-01 11:00:00,Atlantic Ocean,24.30442191,-122.1410124,polyvinyl chloride (pvc),302.57,44.63
2015-10-01 12:00:00,Indian Ocean,-10.2833089,121.189418,polyethylene terephthalate (pet),308.69,4.41
2015-10-01 13:00:00,Arctic Ocean,-1.594625556,56.36781195,polyvinyl chloride (pvc),237.92,51.94
2015-10-01 14:00:00,Atlantic Ocean,32.84623192,-60.4176164,polyethylene terephthalate (pet),280.99,10.77
2015-10-01 15:00:00,Pacific Ocean,-71.71658204,5.697287457,polyvinyl chloride (pvc),144.39,42.46
2015-10-01 16:00:00,Arctic Ocean,-30.89662671,167.6069927,polyvinyl chloride (pvc),79.27,27.04
2015-10-01 17:00:00,Arctic Ocean,-76.45099662,-102.0826906,polypropylene (pp),303.51,97.05
2015-10-01 18:00:00,Pacific Ocean,-76.79506329,-0.167256812,polyethylene terephthalate (pet),23.59,3.47
2015-10-01 19:00:00,Atlantic Ocean,-54.74893646,44.8151602,polyethylene (pe),32.7,56.0
2015-10-01 20:00:00,Pacific Ocean,-2.654414173,-130.314742,polypropylene (pp),123.73,15.19
2015-10-01 21:00:00,Arctic Ocean,51.25937781,-164.3320481,polypropylene (pp),97.24,31.93
2015-10-01 22:00:00,Southern Ocean,-2.61073959,-175.1544169,polypropylene (pp),187.12,18.39
2015-10-01 23:00:00,Southern Ocean,-29.6142101,-63.11057162,polypropylene (pp),185.71,99.51
2015-11-01 00:00:00,Indian Ocean,-75.17646174,-153.378974,polyethylene (pe),58.52,3.24
2015-11-01 01:00:00,Pacific Ocean,9.053194173,109.3571829,polypropylene (pp),123.33,54.14
2015-11-01 02:00:00,Pacific Ocean,-41.17165443,179.0350298,polyethylene (pe),2.38,60.8
2015-11-01 03:00:00,Indian Ocean,20.68815203,-157.9306242,polyethylene (pe),175.55,77.22
2015-11-01 04:00:00,Indian Ocean,85.89379304,-24.21854066,polypropylene (pp),398.24,62.6
2015-11-01 05:00:00,Indian Ocean,-69.96342213,-170.7364357,polystyrene (ps),133.15,23.13
2015-11-01 06:00:00,Arctic Ocean,-51.81742823,-131.7632793,polyethylene (pe),321.71,59.8
2015-11-01 07:00:00,Pacific Ocean,-4.842983142,-63.74787807,polypropylene (pp),49.22,97.5
2015-11-01 08:00:00,Arctic Ocean,84.35048676,-38.2686433,polyvinyl chloride (pvc),6.24,84.85
2015-11-01 09:00:00,Indian Ocean,48.92575973,158.3218607,polyvinyl chloride (pvc),249.25,45.35
2015-11-01 10:00:00,Pacific Ocean,71.68125477,-37.49874885,polyethylene terephthalate (pet),230.8,47.74
2015-11-01 11:00:00,Arctic Ocean,-29.93132727,-1.340042739,polyethylene (pe),95.84,13.29
2015-11-01 12:00:00,Arctic Ocean,88.56692528,-91.58998742,polyethylene (pe),143.36,56.99
2015-11-01 13:00:00,Indian Ocean,-71.49009311,-179.95495,polyvinyl chloride (pvc),15.43,28.02
2015-11-01 14:00:00,Pacific Ocean,-80.46487691,143.7604044,polyethylene (pe),398.92,10.81
2015-11-01 15:00:00,Indian Ocean,64.00847287,-150.5826875,polyethylene (pe),150.71,47.42
2015-11-01 16:00:00,Pacific Ocean,76.90767664,167.1295828,polyvinyl chloride (pvc),109.81,4.51
2015-11-01 17:00:00,Southern Ocean,-73.69463564,-132.8961225,polypropylene (pp),402.35,12.01
